refGene	Sample_279_CF	Sample_571_CF	Sample_665_CF	Sample_812_CF	Sample_223_CM	Sample_487_CM	Sample_511_CM	Sample_620_CM	Sample_324_DF	Sample_338_DF	Sample_566_DF	Sample_252_DM	Sample_323_DM	Sample_763_DM
MIR1273G	2	0	0	0	1	0	0	0	0	0	1	1	0	0
PODN	4	3	0	26	0	4	0	2	4	0	0	1	4	3
SLC1A7	1	0	2	0	0	0	0	0	10	0	1	4	0	1
C1orf123	1408	1089	1378	1443	1516	1441	992	2758	1660	1100	1040	1042	2035	1449
MAGOH	814	376	572	510	1133	687	281	893	668	508	517	492	847	574
CPT2	845	720	1210	888	1133	979	845	1247	1189	1019	772	751	1052	1168
LOC100507564	44	29	31	39	18	40	12	53	33	30	31	26	21	23
LINC01771	19	4	1	22	8	6	0	6	14	6	2	4	7	0
SLC25A3P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DMRTB1	0	0	0	0	0	0	0	0	0	0	2	2	0	0
YIPF1	829	857	1336	923	1967	878	961	2336	1484	1306	1056	1056	1486	1260
DIO1	18	24	13	35	29	19	13	19	30	19	8	25	25	22
MIR4781	0	0	0	0	0	0	0	0	2	0	1	0	0	0
LDLRAD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM59	4164	5569	7193	6204	9709	5455	5227	10436	6443	5766	6228	4420	7286	8560
LRRC42	2245	1599	2722	2006	3787	2291	1356	3832	2699	1895	1642	1788	2766	2031
CDCP2	0	0	0	0	2	3	0	0	0	0	3	0	0	0
SSBP3-AS1	101	169	103	170	19	179	73	36	69	75	90	122	42	94
MRPL37	3591	2157	2890	2093	4395	2335	1565	3498	3673	2112	2260	2109	3496	2694
FAM151A	0	2	5	6	1	1	3	2	1	2	2	1	0	10
MROH7	0	0	0	0	0	0	0	0	0	0	0	0	1	3
TTC4	124	52	97	73	181	117	47	151	162	62	66	89	129	85
TTC22	2	0	9	4	17	4	48	21	7	26	16	22	2	2
LEXM	16	3	4	4	3	6	0	1	7	4	2	4	11	2
PARS2	309	194	352	381	475	442	204	710	512	406	229	363	498	331
DHCR24	18883	3771	44649	8059	33883	8144	18315	33205	19307	23308	12290	16989	27008	22407
TMEM61	0	2	0	7	0	0	10	2	2	1	0	0	6	0
PCSK9	20	46	82	329	20	144	33	627	16	115	23	50	135	210
BSND	0	0	0	0	2	0	0	2	0	0	2	0	0	0
LOC100507634	30	24	32	0	20	48	20	58	22	48	34	42	38	14
MIR4422	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929935	0	0	0	0	0	4	0	0	1	0	3	0	0	0
C8A	0	0	0	0	0	0	2	0	0	0	0	0	0	0
TACSTD2	580	202	592	746	1097	461	3783	9378	1362	2523	1057	672	4074	2289
MYSM1	6382	6658	5595	6537	7814	9300	4110	7259	6356	7316	6063	8307	5759	6720
LINC01135	1	6	1	5	5	0	1	9	9	8	13	4	8	0
JUN	6081	6723	6027	7224	5406	5302	7956	6930	5362	5060	8470	5671	5729	6166
HSD52	2	0	0	2	4	1	1	6	0	2	2	0	0	0
MIR4711	0	0	0	0	0	0	2	1	0	0	0	0	0	0
LOC101926944	6	4	3	2	3	5	6	9	6	9	0	15	5	2
CYP2J2	135	61	259	100	72	138	135	235	161	189	94	238	168	181
C1orf87	0	6	5	0	2	1	0	2	0	0	4	0	4	2
NFIA-AS2	0	10	6	2	24	3	0	4	6	22	29	0	12	0
NFIA-AS1	16	37	15	50	28	30	3	4	17	8	33	6	7	3
MGC34796	0	6	2	2	0	8	2	0	2	2	2	11	4	0
TM2D1	548	694	1012	867	1138	737	825	1336	934	607	789	617	697	1062
MIR3116-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3116-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L1TD1	11	0	2	6	88	13	36	83	2	34	14	82	48	12
ANGPTL3	250	296	283	289	214	339	260	219	214	333	255	210	163	185
FOXD3-AS1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
FOXD3	0	0	0	0	0	0	0	2	0	0	0	0	0	0
MIR6068	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALG6	747	554	892	683	929	674	510	1125	1017	650	633	448	680	632
EFCAB7	280	367	308	389	451	547	248	970	507	302	402	450	508	586
DLEU2L	287	90	142	186	170	201	61	206	141	107	104	156	202	147
ROR1-AS1	393	327	365	253	236	353	331	96	360	448	557	454	155	178
UBE2U	0	0	7	2	4	2	0	0	5	16	4	24	0	17
MIR4794	4	0	1	0	0	0	2	0	0	3	5	0	1	0
MIR101-1	2	3	3	0	0	0	0	2	0	5	6	0	1	7
MIR3671	10	7	6	5	0	3	7	2	5	7	1	6	6	7
LINC01359	9	13	9	31	6	14	8	12	6	37	16	40	7	12
LEPROT	12471	8656	18976	10563	19060	8978	19779	24630	16830	15020	10469	11731	17548	13849
LOC101927139	1	0	0	0	0	2	0	0	0	0	0	0	0	0
MIR3117	52	66	73	106	41	94	114	45	34	98	90	33	51	101
INSL5	0	0	2	2	0	2	2	4	0	4	4	8	2	0
MIER1	5491	4361	6257	5506	8778	7249	4164	10006	6295	6485	4733	6435	7149	6491
C1orf141	0	2	0	0	0	0	0	0	0	0	0	3	0	0
IL12RB2	102	113	75	87	45	90	25	30	60	87	32	98	54	26
GADD45A	4709	4471	5059	4581	5868	6355	4642	5313	7326	6593	6123	6043	4646	6523
DIRAS3	267	277	657	455	346	678	28	384	254	226	973	305	596	188
MIR1262	7	19	5	6	3	12	6	4	10	9	12	6	7	6
RPE65	20	2	0	10	19	33	0	2	6	1	8	16	11	0
DEPDC1-AS1	10	1	14	3	38	14	2	11	14	18	7	12	31	7
SRSF11	11828	13820	11514	14662	16829	17746	10272	20207	11839	14629	13666	14659	13643	16547
HHLA3	63	85	102	128	66	49	70	158	158	148	65	182	91	120
CTH	96	197	246	171	225	519	323	1419	375	859	343	954	243	782
LINC01788	0	0	0	0	0	2	0	2	0	3	0	4	0	0
ZRANB2-AS1	150	193	135	159	123	247	153	195	105	217	177	241	130	175
MIR186	55	96	67	95	61	119	86	74	61	98	78	105	55	114
ZRANB2	8099	8877	7461	9837	11063	11269	7613	12065	9567	9263	8860	8741	8643	10428
NEGR1-IT1	21	24	13	35	16	7	12	3	11	20	20	7	22	17
FPGT	835	959	831	1089	1416	1218	569	1905	1317	787	702	1146	1383	1258
ERICH3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	5	0
CRYZ	3316	1339	5124	2617	6543	4074	5424	6608	3551	2890	1992	1882	5015	3955
TYW3	1953	1088	2103	1613	3500	1895	1003	2856	2162	1657	1243	1230	2206	1862
LHX8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD45A	259	163	233	173	221	235	113	140	214	252	196	142	185	285
SNORD45B	118	101	121	121	139	128	79	91	137	109	107	78	113	182
ACADM	2214	1446	1860	1903	4599	2585	960	3934	2652	1791	1430	1973	2670	1963
RABGGTB	5789	4043	5466	5478	10788	6807	2604	6364	7441	5525	5221	5254	5429	7526
SNORD45C	151	76	98	104	165	143	62	94	155	155	101	116	131	134
DLSTP1	1083	900	1421	977	1340	1110	716	1345	1230	1075	907	940	1481	899
ASB17	2	3	0	2	0	3	0	1	0	6	1	13	0	1
LOC101927342	0	0	0	0	0	0	0	1	0	0	0	2	2	0
MIR7156	0	4	4	8	2	4	1	0	6	0	4	4	2	8
USP33	4499	4802	5799	5839	7513	6416	3724	10468	5287	5799	4832	5090	6571	6582
NEXN-AS1	250	253	182	268	142	219	183	128	179	213	173	146	162	103
DNAJB4	5210	8757	6893	8035	18173	6889	3163	4871	11770	7958	8897	5995	7750	8434
FUBP1	11501	8356	9559	11149	18929	11414	4284	14785	12806	7907	7952	8245	11745	9405
PTGFR	80	24	96	12	31	26	25	482	12	100	49	66	93	163
IFI44L	78	480	352	759	279	1120	419	668	2665	2611	527	5503	3939	1887
IFI44	246	655	498	549	311	636	306	454	2595	2029	713	3072	2540	1326
LOC101927434	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01361	0	2	2	7	4	4	0	0	4	9	8	0	2	0
DNASE2B	0	1	0	0	0	0	2	2	2	2	0	0	0	0
UOX	10	0	1	2	0	2	0	8	11	2	2	10	3	6
CTBS	771	1086	1001	1312	1483	1623	1249	1610	1312	1137	1136	1313	1242	1902
RPF1	2432	1376	1989	1661	3887	2134	1110	3433	2887	1726	1545	1600	2758	2209
SPATA1	144	162	103	109	61	177	177	132	92	137	134	196	83	200
GNG5	1971	1708	1987	1738	3247	2072	1584	2630	2036	1636	1580	1317	2275	2283
LINC01555	0	0	0	0	0	0	0	10	2	4	0	1	0	0
SSX2IP	2035	926	1639	990	2690	1583	849	3291	1567	1352	958	1448	1774	1483
MCOLN3	44	122	1	13	15	89	1	77	8	5	19	40	160	84
SYDE2	890	855	769	1362	3078	1158	430	1524	1184	871	619	800	1260	826
MIR4423	1	2	0	0	0	0	1	0	0	0	1	1	0	2
LOC646626	28	13	43	9	33	12	130	52	17	78	56	30	33	50
BCL10	2826	2303	4257	2392	4994	3332	3318	6923	3162	3523	2910	2787	4011	3483
CYR61	28636	21138	44331	37919	44563	37610	25118	36504	45453	37491	33779	23866	30311	30753
ZNHIT6	2962	1705	3490	2658	4854	2666	3410	5049	3678	3798	2891	2770	3638	2012
ODF2L	3793	4229	3659	3550	4796	5320	3128	4731	3807	3778	3741	3604	3128	3545
MIR7856	4	5	5	8	2	5	0	1	2	15	2	8	2	7
CLCA1	0	0	0	0	3	0	0	0	1	0	0	2	4	0
CLCA3P	9	6	2	0	6	34	7	6	15	5	12	19	5	4
SH3GLB1	10769	14259	13903	12839	23517	14870	8869	16625	15012	11914	14981	9710	16358	15326
SELENOF	5334	5888	6057	6199	11856	7334	3590	13731	7035	5521	5410	4459	8241	8349
LINC01140	64	51	87	88	36	108	25	155	75	36	77	60	100	58
LMO4	1308	1434	1369	1278	2477	1957	802	3493	1566	1732	1562	1370	1832	2652
LINC01364	6	19	12	16	13	25	4	18	4	5	22	23	12	16
GTF2B	1159	832	1273	1013	2304	1302	725	2445	1577	1156	981	1061	1551	1457
GBP3	713	2272	800	1986	7638	4713	1945	4222	3598	3578	3379	4040	4880	4841
RBMXL1	4545	2386	3936	3277	6123	4678	1675	7326	4528	3400	2723	3392	5303	3638
KYAT3	1153	840	1173	1308	2915	1886	1345	2216	1851	1317	958	1425	2331	1703
GBP2	443	873	1147	3708	166	551	1587	4041	1415	416	1119	649	1797	2549
GBP7	0	0	1	2	0	3	0	0	2	1	1	9	6	0
LOC729930	14	32	18	24	38	36	18	56	48	30	20	24	36	42
GBP5	2	6	1	2	0	2	12	0	12	16	4	22	8	93
GBP1P1	77	90	166	102	121	106	44	165	244	83	82	75	199	123
GBP6	0	0	2	1	20	6	8	14	4	7	6	4	54	0
FLJ27354	23	11	21	20	14	23	15	30	25	22	15	35	28	25
ZNF326	3763	3501	3533	3264	4501	4449	2996	5271	4256	4365	3411	3894	3859	3509
GEMIN8P4	42	45	40	57	46	44	21	63	56	35	39	56	32	46
BARHL2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC105378853	0	0	3	4	1	0	0	3	8	5	6	6	0	5
ZNF644	7343	6625	7988	7657	15152	9010	4834	15015	10597	7630	6098	7735	9236	8574
CDC7	2231	469	1310	891	2076	831	267	1597	1582	692	650	758	1780	745
BRDT	0	0	0	0	0	1	5	2	4	0	1	3	0	0
EPHX4	184	98	278	89	197	94	151	418	179	259	198	160	269	146
SETSIP	1315	603	1113	716	2228	1107	501	1979	1348	1065	743	971	1616	865
BTBD8	48	81	100	115	40	130	54	184	70	102	71	100	79	135
KIAA1107	312	550	583	789	281	680	487	1341	473	519	568	640	540	1030
C1orf146	23	2	4	14	26	24	5	15	18	14	8	12	19	7
GLMN	1159	660	942	929	1985	984	524	1464	1507	968	718	1003	1397	957
GFI1	44	89	46	25	43	56	64	18	49	75	70	50	45	46
RPL5	28459	18442	22001	29457	46686	25872	15188	55671	32939	19934	17756	18237	37830	28205
SNORD21	42	40	46	58	43	34	33	18	49	23	33	24	33	52
SNORA66	89	56	40	41	41	15	36	31	58	21	20	27	27	53
TMED5	8250	5347	12022	7850	13389	10482	7250	17455	11078	9317	7818	9149	11250	13003
CCDC18-AS1	582	1336	1265	2281	300	1059	1781	1025	1228	858	1396	1235	573	2356
DR1	5213	3429	4628	4350	8272	4671	2370	6029	6015	3815	3180	3873	5055	4310
LOC100129046	675	475	489	374	267	350	572	154	425	713	618	467	316	229
MIR760	0	4	0	5	0	1	0	2	0	0	2	4	1	0
DNTTIP2	6935	3661	6681	4016	13789	5223	3704	8066	9057	5068	4719	5543	7910	5905
ARHGAP29	57541	20153	69606	34926	44064	49566	40887	97334	51351	87248	37577	49322	61004	38222
F3	21173	4771	13491	8678	31105	6999	4121	2827	27991	6286	9776	6762	9533	8363
MIR378G	1	2	5	0	1	1	4	0	2	8	5	1	6	0
CNN3	20021	16007	35173	22694	50001	25191	10937	48191	29002	24931	20855	17090	32875	23521
ALG14	514	319	428	338	982	524	256	906	633	416	357	378	639	399
LOC101928098	16	23	14	13	15	8	14	9	21	10	14	22	14	17
TMEM56	822	289	1020	482	3088	405	796	3299	755	697	492	820	1381	528
RWDD3	378	384	402	425	646	411	315	833	548	479	345	465	543	452
LINC01760	0	0	0	0	0	2	0	0	0	0	0	0	0	0
LOC100996635	0	0	0	0	0	0	0	0	0	0	0	10	0	0
DPYD-AS2	51	72	46	69	61	42	17	68	39	44	67	28	35	43
MIR137HG	361	321	236	233	257	319	178	125	268	510	263	257	240	190
MIR137	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR2682	90	41	48	45	60	76	26	40	49	104	38	61	64	41
PLPPR5	6	2	2	2	0	4	0	16	2	4	0	2	2	0
LINC01708	0	0	0	0	0	0	0	0	0	3	0	0	0	0
MIR548AA1	0	1	0	0	0	0	0	0	0	0	0	1	0	2
FRRS1	388	258	347	298	556	423	100	322	480	296	384	375	368	578
AGL	3574	3400	4309	3902	6055	4333	2692	9013	5371	4404	3319	3683	5606	4202
SLC35A3	1811	1647	2364	1671	2601	1984	1791	2572	1940	1920	2129	1773	1860	1710
TRMT13	886	702	883	1000	1217	1060	448	1496	1056	959	713	944	895	740
LRRC39	55	78	33	72	32	95	48	74	54	72	54	93	55	50
SASS6	1843	487	1089	1165	2715	1178	562	1614	1371	1002	708	1003	1381	813
RTCA	2951	2410	4380	2144	5803	2990	2890	4012	4512	3249	3250	2960	3590	3577
MIR553	17	20	14	13	4	4	36	11	16	27	21	24	8	20
RTCA-AS1	63	82	34	46	31	85	33	104	104	102	55	99	67	50
GPR88	36	37	14	220	5	35	6	22	70	4	3	34	21	54
LINC01349	10	11	4	43	1	3	14	4	9	5	3	10	11	23
SLC30A7	8334	8982	10267	9512	19527	14231	7155	17798	14664	10888	10498	9835	13330	11731
EXTL2	2709	4367	3367	4707	4147	4493	1216	4605	3421	2167	2958	2745	3966	4198
DPH5	937	648	924	952	1348	964	578	1584	976	766	680	748	1111	1083
LOC102606465	268	323	252	390	252	229	90	338	270	232	163	256	231	273
S1PR1	773	293	790	232	1609	391	436	964	987	1064	601	816	384	457
LOC101928370	30	4	21	2	21	21	17	38	27	30	21	25	6	1
LINC01307	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DNAJA1P5	0	0	4	0	4	2	0	2	2	0	0	0	6	0
LOC101928436	6	4	0	1	0	2	0	0	1	0	1	0	0	1
AMY2B	237	454	511	344	135	445	508	508	404	491	602	560	307	344
ACTG1P4	37	62	26	50	34	49	28	69	36	30	24	103	42	18
AMY2A	49	41	59	27	23	35	76	73	63	34	50	58	31	37
LOC100129138	2	0	6	2	6	2	14	14	20	15	10	6	18	12
LINC01676	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRMT6	2137	890	2248	1439	2662	1504	830	3148	2193	1232	1166	1312	2880	1362
MIR7852	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A24	6487	3972	8476	4935	13316	6925	4498	11548	6956	6176	4903	5783	7527	6185
NBPF4	4	0	1	3	21	0	0	0	4	2	4	2	4	0
NBPF6	5	0	1	2	26	0	0	0	4	2	4	10	2	0
FAM102B	1666	1158	1397	1407	2365	1433	495	2041	1248	847	1102	1222	1914	1329
HENMT1	330	146	431	250	530	199	79	560	463	278	181	239	531	329
PRPF38B	3315	2768	2485	3021	3414	3530	2169	3853	3145	2897	2553	3039	3171	2947
FNDC7	11	7	4	2	8	25	19	14	21	29	7	35	8	28
SPATA42	0	2	2	0	2	3	0	2	0	0	0	0	0	0
AKNAD1	23	23	12	23	11	38	12	16	11	35	34	16	41	39
CLCC1	1792	1934	2489	2129	4007	2901	1535	2667	2985	1890	2496	2060	2299	1997
TMEM167B	2408	2272	3212	2936	5132	2742	2541	4449	4351	2831	2544	2297	3302	3704
C1orf194	13	21	9	24	7	14	5	14	29	10	10	12	8	13
TAF13	1432	989	2290	1091	2969	1197	1300	1414	2514	1453	1437	1465	1833	1717
SCARNA2	3706	6985	4490	8138	1422	3109	9884	5478	3239	2500	4428	4164	3346	5860
PSRC1	1732	450	851	743	1614	820	135	1241	898	564	482	631	1506	573
CELSR2	3179	2799	6840	4919	2482	2908	4524	5361	2171	2433	3132	2300	5215	4665
SARS	8798	9355	11729	6525	15313	12581	8308	19224	13264	13152	10874	10244	12744	14058
SORT1	14744	9374	31211	11781	29094	10188	17380	32951	17133	27518	18398	12942	27574	17817
PSMA5	4866	3063	5001	3975	9238	4735	3276	7889	6332	4341	4068	3740	7123	4662
GPR61	1	4	5	12	2	4	15	9	16	22	19	22	12	36
CYB561D1	704	768	1437	564	977	717	708	1413	1233	1261	1019	1009	1162	827
ATXN7L2	389	284	338	253	280	275	161	384	296	245	235	199	313	336
AMIGO1	89	62	199	51	52	60	100	148	108	119	82	114	110	38
SYPL2	5	28	6	8	26	9	0	14	16	12	16	23	14	24
MIR197	23	34	46	25	32	34	33	60	39	39	39	26	34	44
AMPD2	5339	5818	6486	6807	5904	6540	5328	6447	6222	4756	5193	5094	5467	7326
GSTM4	610	620	219	342	542	756	218	659	466	525	634	639	344	193
GNAT2	371	280	767	356	686	327	320	672	460	612	414	526	468	373
GSTM2	510	1221	414	885	397	1367	237	443	616	475	842	679	479	795
GSTM5	19	26	13	20	27	53	3	18	13	9	20	33	12	4
GSTM3	2697	2194	3321	1504	5357	2668	996	2722	4180	3160	1756	1962	2708	2417
EPS8L3	0	0	2	0	2	0	0	0	2	2	0	3	0	0
CSF1	1763	2099	2002	3233	683	2434	2993	2305	2244	2360	3024	2353	1660	4342
ALX3	130	133	129	119	102	135	87	219	79	162	119	148	129	183
AHCYL1	9380	8778	10741	18137	10302	12172	6119	19470	11380	8575	7763	7379	11892	15891
STRIP1	3061	3186	4008	2431	4708	3300	2349	4604	2890	3621	3057	3392	3958	3075
LINC01397	0	0	0	0	0	0	0	0	4	0	0	6	0	0
KCNC4-AS1	3	4	16	12	1	4	2	2	9	7	9	2	0	19
UBL4B	0	0	0	0	0	0	0	0	2	0	0	0	0	0
SLC6A17	26	16	41	0	25	11	10	4	31	43	29	4	20	14
LOC440600	32	9	15	24	22	9	19	10	19	9	22	14	17	25
SLC16A4	536	805	4741	565	768	1331	2646	5484	1292	2949	1906	2704	1901	1292
LAMTOR5-AS1	9	3	8	2	5	10	7	19	19	9	7	6	17	4
LAMTOR5	1716	1343	2438	1592	3082	1731	1841	3453	2534	1809	1666	1525	2230	2271
PROK1	0	0	0	0	0	0	0	0	0	3	1	0	0	0
CYMP	0	0	0	0	1	2	0	0	1	0	0	0	0	1
KCNA10	0	0	0	0	0	0	0	0	0	0	2	0	2	0
CYMP-AS1	0	0	0	2	0	0	0	0	0	0	0	0	0	1
KCNA3	0	0	0	0	0	0	0	0	0	2	0	4	0	0
CD53	6	12	6	4	1	12	11	9	5	20	0	6	0	7
LRIF1	1180	1008	1232	778	2191	1934	1019	3191	1612	1581	1306	2240	1756	1613
DENND2D	774	358	1044	998	585	575	756	1468	720	754	502	1210	905	1278
CHI3L2	8	26	4	34	1	7	16	8	77	6	8	3	4	77
CEPT1	1795	1620	2451	2200	3484	2091	1499	3500	2513	2018	1639	1972	2533	2472
CHIAP2	0	0	0	2	0	0	0	2	2	2	1	0	0	0
CHIA	0	0	2	0	0	1	0	0	0	3	0	4	0	1
PIFO	123	139	86	84	58	54	33	122	143	107	76	99	213	175
PGCP1	0	2	0	0	0	4	0	0	1	0	1	0	0	1
WDR77	4742	2477	5007	2584	6986	3074	1769	4388	5521	3429	2949	3171	4664	2832
C1orf162	13	12	19	18	8	33	16	26	8	20	14	31	14	20
ADORA3	0	0	0	0	0	0	2	0	6	0	0	0	6	0
OVGP1	103	342	115	188	124	287	166	400	197	190	205	535	141	272
ATP5F1	7301	4553	6651	5653	14480	5793	3877	11798	9814	5045	4716	4674	10340	6075
LINC01160	6	14	2	6	6	2	21	2	7	6	15	13	2	8
FAM212B	127	324	281	203	208	134	196	398	340	270	317	360	208	320
LOC101928718	4	8	0	0	0	0	6	6	4	3	0	1	3	8
FAM212B-AS1	6	4	3	2	5	2	6	9	3	1	9	3	0	10
DDX20	2483	1260	1871	1525	4857	2016	851	3262	3098	1888	1475	1921	2782	1500
KCND3-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCND3-AS1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LINC01750	0	0	0	0	0	0	2	0	4	0	0	0	0	0
MIR4256	22	31	15	20	10	22	50	11	16	21	14	38	10	24
WNT2B	270	380	668	400	285	258	530	348	304	418	322	694	184	352
CAPZA1	17904	10890	20092	13369	35673	16247	12834	28051	23042	14755	14063	13174	23856	16501
MOV10	4494	4771	6134	6163	3605	5516	3501	5897	5774	4535	4738	4955	5777	5360
FAM19A3	15	2	26	6	0	4	27	17	19	36	21	9	9	8
PPM1J	123	78	238	220	100	167	414	181	174	260	180	240	110	213
SLC16A1-AS1	274	252	205	354	239	357	141	228	264	238	225	231	194	310
SLC16A1	10292	7001	18747	9696	21680	9884	8212	20967	15849	11101	8684	8281	15282	14460
AKR7A2P1	143	162	140	137	68	114	215	75	111	68	159	100	81	157
LOC100996251	79	110	62	215	68	157	111	47	73	39	69	107	55	55
LOC643441	0	0	0	0	0	0	0	2	4	0	0	2	0	0
RSBN1	2088	1722	1702	2237	3217	2759	883	4389	2216	2165	1361	2122	2801	1952
PTPN22	119	185	140	132	84	126	40	120	338	94	112	83	158	279
DCLRE1B	1741	491	1089	940	2933	857	401	1095	1687	697	650	815	1526	563
HIPK1	8042	7370	9698	9276	13154	10737	5293	15214	8792	8494	8017	8127	11168	11268
OLFML3	294	1592	578	2355	276	1343	160	1640	768	655	415	391	2028	1027
AP4B1	1146	743	1028	880	1859	1301	466	1471	1464	1001	962	822	1491	1121
HIPK1-AS1	14	6	27	21	1	18	46	15	17	17	75	3	7	54
BCAS2	2475	1361	2123	1538	4208	2055	1355	3371	3240	1800	1591	1850	3027	2056
NRAS	14467	8494	12644	9043	24364	11810	4351	19876	15259	8332	7514	8677	18041	10115
AMPD1	8	10	2	0	0	17	0	9	6	25	6	16	5	6
SIKE1	4458	3487	4498	4717	8828	5123	2392	7139	5090	3810	3291	4207	6093	4534
CSDE1	47719	32020	52397	40103	88646	47689	27295	100781	55211	42484	39662	36047	66222	51620
TSHB	11	1	5	9	44	2	0	7	11	7	0	7	27	0
VANGL1	5427	3456	5499	3322	6614	4262	1907	7434	5210	3510	2952	3530	6640	3704
NHLH2	0	0	0	0	0	2	6	10	2	2	2	10	0	4
LOC101928977	10	10	31	4	8	18	18	21	42	54	43	41	26	27
LINC01649	0	0	0	0	0	0	0	0	3	9	2	0	1	0
MAB21L3	67	25	173	4	12	2	674	100	84	213	94	230	32	242
LINC01762	2	2	3	1	0	6	2	1	8	0	1	2	0	0
ATP1A1-AS1	170	91	130	170	136	166	71	190	168	118	118	124	132	166
CD58	683	336	841	400	968	530	801	1108	879	693	574	422	1066	862
MIR320B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf137	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTGFRN	7618	8499	12067	6776	16977	9476	6757	17504	8573	8968	10104	6555	10883	11232
MIR942	14	4	2	9	2	4	2	3	2	1	6	5	2	4
TRIM45	431	653	436	686	593	627	309	481	357	446	442	413	486	621
TTF2	3970	1385	3186	1739	4852	2555	1575	3654	3080	2200	2211	2514	3757	2141
LINC01525	0	0	0	2	0	0	0	0	0	0	0	0	0	0
LOC100996263	0	0	0	1	0	0	0	2	0	0	0	0	0	0
FAM46C	18	20	32	6	18	24	6	38	20	18	22	18	80	40
GDAP2	3343	3420	4738	3710	5675	4407	3362	6659	4815	4571	3885	4485	5003	4773
TBX15	5	0	3	12	0	0	0	8	7	2	12	4	2	60
LOC105378933	2	1	0	0	2	0	0	2	0	0	0	0	0	0
WARS2-IT1	12	23	12	24	8	8	18	9	4	13	15	1	10	16
HAO2-IT1	0	0	0	0	2	0	0	0	0	0	0	1	0	0
HSD3B1	0	0	0	6	0	0	0	0	0	0	4	1	4	0
HSD3B2	0	3	0	0	0	0	0	0	0	0	0	2	2	0
LINC00622	17	190	105	221	32	207	24	262	58	143	92	116	44	164
ZNF697	2152	3787	2959	2828	2585	4625	2620	6367	3314	3646	2919	2916	3085	3458
HSD3BP4	42	267	98	267	56	191	24	160	44	123	88	131	50	135
PHGDH	1120	2824	1141	1545	2889	3178	436	4982	1208	1673	1333	1160	1171	4752
HMGCS2	0	0	2	0	0	8	0	4	2	0	3	2	6	2
ADAM30	2	2	14	11	0	8	0	0	0	12	18	16	0	30
REG4	0	0	0	0	0	4	0	2	1	2	0	0	2	1
NBPF7	15	6	5	22	11	17	6	21	17	29	7	18	17	5
FCGR1B	11	10	19	6	9	11	2	6	10	22	10	23	8	3
HIST2H2BA	1338	320	682	863	861	716	277	1035	634	257	571	599	1081	503
EMBP1	722	498	414	556	1379	677	92	403	934	453	525	361	754	579
ANKRD20A12P	10	21	14	15	18	16	34	10	38	2	21	3	27	5
LOC102723769	12	25	16	92	12	18	47	13	64	12	66	14	17	17
LINC01138	752	706	1006	828	719	852	713	1105	771	1155	958	917	869	1008
LOC100132057	463	637	668	590	220	675	574	510	435	1144	680	672	397	507
MIR6077	70	36	192	72	22	28	106	122	46	46	246	46	22	64
PPIAL4G	109	124	210	102	272	134	72	228	184	112	68	72	264	134
FAM72C	16	4	11	9	6	15	2	11	10	14	5	2	7	7
FAM72D	6	22	3	6	3	4	20	8	2	3	5	10	2	6
PFN1P2	868	822	703	933	501	891	787	473	597	898	751	808	577	609
HFE2	0	6	2	1	0	6	2	6	2	2	0	0	0	0
ANKRD34A	82	170	93	191	112	251	69	88	111	100	106	126	164	100
LINC01719	97	173	205	206	93	154	26	119	131	90	172	117	101	148
TXNIP	3109	8517	7777	17481	14263	11907	11383	45708	6003	13947	12596	22034	8706	12686
POLR3GL	790	688	962	840	1076	950	607	1561	1113	901	664	635	1125	1103
ITGA10	457	5383	299	5610	316	4754	124	2107	544	833	704	592	1421	998
ANKRD35	8	39	22	36	18	29	4	64	30	20	6	32	37	30
NUDT17	166	142	165	153	110	143	93	196	159	145	156	138	241	104
POLR3C	2757	1863	2729	1643	4422	2668	1666	4747	3990	3118	2195	2827	3479	2241
MIR6736	2	10	1	6	1	1	3	0	2	4	1	1	1	1
PIAS3	2246	3471	3209	3445	2944	3580	1742	3801	3576	2556	2459	2178	3549	3218
PEX11B	1317	1145	1688	1229	2225	1523	965	2895	1983	1365	1094	921	2207	1628
GNRHR2	69	58	69	30	73	35	28	55	77	34	52	53	102	54
RBM8A	5324	3177	6041	3616	9626	4374	2426	8043	7891	4078	3862	3641	6655	4153
CD160	114	148	138	95	107	150	181	114	123	149	125	158	127	94
